order_id,customer_name,product,price,quantity,order_date,city
278,Sara El Amrani,Phone,800.0,2.0,2024-01-15,Rabat
282,Karim Idrissi,Headphones,50.0,1.0,2024-01-18,Rabat
283,Ahmed Bennani,Laptop,1200.0,1.0,2024-01-15,Casablanca
284,Sara El Amrani,Phone,800.0,2.0,2024-01-15,Rabat
288,Karim Idrissi,Headphones,50.0,1.0,2024-01-18,Rabat
289,Ahmed Bennani,Laptop,1200.0,1.0,2024-01-15,Casablanca
290,Sara El Amrani,Phone,800.0,2.0,2024-01-15,Rabat
294,Karim Idrissi,Headphones,50.0,1.0,2024-01-18,Rabat
295,Ahmed Bennani,Laptop,1200.0,1.0,2024-01-15,Casablanca
296,Sara El Amrani,Phone,800.0,2.0,2024-01-15,Rabat
300,Karim Idrissi,Headphones,50.0,1.0,2024-01-18,Rabat
